,date,mean_price,IQR_price,mean_volume,IQR_volume
0,2008-12-31,2400.0,0.0,94.8,0.0
1,2009-04-30,2300.0,0.0,2.0,0.0
2,2009-05-31,2289.615714285714,143.5,66.11428571428571,76.2
3,2009-06-30,2245.1848,250.0,65.1,60.400000000000006
4,2009-07-31,2311.634671532847,100.0,173.12043795620437,210.4
5,2009-08-31,2318.7347727272727,100.0,69.00909090909092,46.2
6,2009-09-30,2307.0067532467533,200.0,88.67402597402598,57.5
7,2009-10-31,2213.0639215686274,400.0,42.41764705882353,54.2
8,2009-11-30,1990.1335714285715,475.0,320.20714285714286,106.25
9,2009-12-31,2232.5687179487177,399.96000000000004,242.80128205128204,115.625
10,2010-01-31,2130.874285714286,600.0,214.08,212.625
11,2010-02-28,2009.3783783783783,400.0,896.8594594594593,96.0
12,2010-03-31,2077.058529411765,518.75,93.96617647058824,77.575
13,2010-04-30,2074.5833333333335,200.0,164.67916666666667,27.575
14,2010-05-31,1952.845,325.0,40.43214285714286,46.0
15,2010-06-30,2060.0741237113402,429.0,137.27938144329897,145.0
16,2010-07-31,1962.1066666666668,200.0,143.74102564102563,131.0
17,2010-08-31,1976.55,162.5,77.93333333333334,80.0
18,2010-09-30,1903.6896774193547,400.0,75.75161290322582,59.900000000000006
19,2010-10-31,1801.1836842105263,400.0,69.1719298245614,60.2
20,2010-11-30,1718.072244897959,450.0,166.58163265306123,70.5
21,2010-12-31,1784.20125,500.0,60.010714285714286,73.80000000000001
22,2011-01-31,1823.0085106382978,435.0,54.95744680851064,49.3
23,2011-02-28,1778.8259375,500.0,104.4875,48.2
24,2011-03-31,1854.5895238095236,400.0,107.0904761904762,94.75
25,2011-04-30,1679.973829787234,445.365,78.14468085106384,76.2
26,2011-05-31,1789.5185106382978,400.0,126.85744680851064,34.6
27,2011-06-30,1888.603188405797,250.0,152.2391304347826,148.0
28,2011-07-31,1787.094423076923,215.0,120.63333333333333,79.25
29,2011-08-31,1745.9159701492536,300.0,74.1044776119403,64.25
30,2011-09-30,1785.458103448276,382.5799999999999,44.436206896551724,16.75
31,2011-10-31,1728.698148148148,316.25,79.46296296296296,89.25
32,2011-11-30,1732.459090909091,215.0,71.06233766233767,95.0
33,2011-12-31,1791.8117283950617,225.0,97.62839506172838,90.0
34,2012-01-31,1810.6907352941178,291.25,79.28088235294118,88.3
35,2012-02-29,1699.9396153846153,397.75,50.07692307692308,41.35
36,2012-03-31,1636.875,402.5,25.6625,9.375
37,2012-04-30,1641.7354838709678,300.0,18.567741935483873,14.049999999999999
38,2012-05-31,1637.632638888889,235.75,221.85555555555555,170.75
39,2012-06-30,1691.4536458333332,292.5,93.05833333333334,87.875
40,2012-07-31,1607.0113793103449,325.0,71.9793103448276,54.1
41,2012-08-31,1631.0417499999999,462.5,22.7825,25.35
42,2012-09-30,1567.336896551724,400.0,58.90172413793104,73.19999999999999
43,2012-10-31,1532.9111764705883,450.0,40.09117647058823,40.8
44,2012-11-30,1474.2220000000002,400.0,73.38222222222223,67.0
45,2012-12-31,1509.4267567567567,165.46000000000004,33.62432432432432,22.8
46,2013-01-31,1538.0,250.0,40.52857142857143,33.0
47,2013-02-28,1487.2457142857143,150.0,35.635714285714286,49.9
48,2013-03-31,1453.2987096774193,250.0,34.94193548387097,46.0
49,2013-04-30,1466.3354285714286,160.8699999999999,24.205714285714286,18.400000000000002
50,2013-05-31,1623.2426315789473,400.0,50.65964912280702,87.0
51,2013-06-30,1514.8574576271185,150.0,83.74237288135593,91.6
52,2013-07-31,1457.1315789473683,150.0,23.773684210526316,32.5
53,2013-08-31,1473.1591666666668,152.5,31.502777777777776,28.800000000000004
54,2013-09-30,1427.962962962963,168.75,41.28703703703704,30.599999999999994
55,2013-10-31,1419.1898113207546,150.0,59.15094339622642,57.0
56,2013-11-30,1462.2027083333332,192.5,40.00833333333333,35.1
57,2013-12-31,1448.25225,106.25,23.85,19.1
58,2014-01-31,1486.0336734693876,200.0,39.99183673469388,39.1
59,2014-02-28,1457.389423076923,111.55999999999995,27.28846153846154,31.624999999999996
60,2014-03-31,1422.685873015873,37.98000000000002,53.906349206349205,66.3
61,2014-04-30,1414.1194366197183,150.0,33.73943661971831,27.650000000000002
62,2014-05-31,1417.829387755102,120.0,53.683673469387756,47.0
63,2014-06-30,1493.270847457627,110.0,34.377966101694916,47.0
64,2014-07-31,1473.6195,120.25,24.465,28.225
65,2014-08-31,1526.3389830508474,150.0,50.61355932203389,43.95
66,2014-09-30,1520.9828846153846,187.49749999999995,45.401923076923076,42.25
67,2014-10-31,1641.8939393939395,250.0,57.016666666666666,48.0
68,2014-11-30,1590.0,250.0,43.714285714285715,21.5
69,2014-12-31,1600.4945098039216,335.71500000000015,75.24509803921569,47.0
70,2015-01-31,1648.165714285714,275.0,72.52448979591837,61.7
71,2015-02-28,1564.4459375,373.75,44.7375,56.300000000000004
72,2015-03-31,1733.4883720930231,280.0,33.75581395348837,30.5
73,2015-04-30,1682.3076923076924,353.75,25.773076923076925,31.075000000000003
74,2015-05-31,1887.5355555555557,312.5,34.70888888888889,45.0
75,2015-06-30,1904.1939285714286,512.5,50.37678571428571,42.05
76,2015-07-31,2037.128,600.0,30.945999999999998,36.75
77,2015-08-31,2141.499117647059,500.0,34.53970588235294,38.55
78,2015-09-30,2334.996568627451,287.5,128.33235294117648,108.25
79,2015-10-31,2352.9295774647885,600.0,43.436619718309856,45.099999999999994
80,2015-11-30,2479.7115384615386,800.0,42.41538461538461,30.75
81,2015-12-31,2644.695106382979,700.0,80.26063829787235,45.0
82,2016-01-31,2443.265306122449,1000.0,36.10204081632653,48.0
83,2016-02-29,2695.723870967742,500.0,91.66290322580646,27.275
84,2016-03-31,2546.808510638298,1000.0,18.55744680851064,12.5
85,2016-04-30,2711.9811320754716,200.0,38.9566037735849,25.0
86,2016-05-31,2734.727962962963,200.0,55.01481481481482,27.4
87,2016-06-30,2729.028367346939,500.0,32.269387755102045,23.0
88,2016-07-31,2582.790701754386,950.0,223.32280701754385,37.0
89,2016-08-31,2773.46375,200.0,33.644642857142856,31.475
90,2016-09-30,2671.8478260869565,300.0,28.73695652173913,18.15
91,2016-10-31,2557.8579245283017,420.0,39.25471698113208,48.0
92,2016-11-30,2532.1418333333336,445.96000000000004,65.095,37.175
93,2016-12-31,2704.880588235294,225.0,53.194117647058825,50.4
94,2017-01-31,2763.2257777777777,65.0,43.06666666666667,26.2
95,2017-02-28,2699.9884615384617,350.0,26.528205128205126,35.15
96,2017-03-31,2610.2766666666666,395.0,26.296296296296298,16.45
97,2017-04-30,2708.2994545454544,200.0,23.485454545454548,22.5
98,2017-05-31,2725.5955000000004,381.25,32.5,47.3
99,2017-06-30,2753.7635384615387,300.0,20.383076923076924,27.1
100,2017-07-31,2716.470588235294,470.0,44.903921568627446,18.0
101,2017-08-31,2838.5065714285715,200.0,17.147142857142857,13.425
102,2017-09-30,2896.5201612903224,316.5,21.208064516129035,18.0
103,2017-10-31,3027.844827586207,257.5,20.24310344827586,20.75
104,2017-11-30,3047.111166666667,352.5,19.58833333333333,15.0
105,2017-12-31,3095.129852941176,650.0,34.067647058823525,35.975
106,2018-01-31,3104.3888888888887,485.0,29.67222222222222,12.600000000000001
107,2018-02-28,3200.5235849056603,490.0,17.966037735849056,19.2
108,2018-03-31,3297.702037037037,372.5,17.298148148148147,21.75
109,2018-04-30,3175.3720930232557,550.0,21.004651162790697,10.9
110,2018-05-31,3458.4521052631576,608.75,27.247368421052634,25.025000000000002
111,2018-06-30,3557.84582278481,432.5,24.09746835443038,37.0
112,2018-07-31,3617.154901960784,645.0,48.903921568627446,29.0
113,2018-08-31,3525.1068,1000.0,37.28666666666667,20.3
114,2018-09-30,3808.8157142857144,750.0,26.29591836734694,12.1
115,2018-10-31,4180.6936,1295.0,21.11,8.0
116,2018-11-30,4204.459459459459,1300.0,34.66756756756756,18.0
117,2018-12-31,4492.632545454546,875.0,71.46181818181819,24.4
118,2019-01-31,4415.623392857143,1000.0,27.096428571428568,14.125
119,2019-02-28,4618.895,1290.0,28.089393939393936,25.325000000000003
120,2019-03-31,4768.015294117647,1550.0,49.9313725490196,16.15
121,2019-04-30,5159.459459459459,500.0,37.71891891891892,31.299999999999997
122,2019-05-31,4891.702127659574,1700.0,19.951063829787234,26.0
123,2019-06-30,4638.837209302325,1900.0,11.993023255813952,7.5
124,2019-07-31,5008.914102564102,1850.0,43.6948717948718,13.0
125,2019-08-31,5321.611041666666,1029.1674999999996,17.127083333333335,15.75
126,2019-09-30,5634.4890000000005,1292.5,14.984000000000002,12.75
127,2019-10-31,5795.673076923077,1500.0,50.49487179487179,17.625
128,2019-11-30,5728.120666666667,950.0,758.1314285714286,102.0
129,2019-12-31,6078.306451612903,655.0,21.503225806451614,22.6
130,2020-01-31,6067.401754385965,1650.0,51.150877192982456,28.0
131,2020-02-29,5801.025641025641,1382.5,18.805128205128206,10.5
132,2020-03-31,5865.842325581395,1450.0,40.06976744186046,41.5
133,2020-04-30,5846.064285714286,1205.1550000000007,26.97714285714286,20.4
134,2020-05-31,5458.333333333333,1475.0,25.691666666666666,52.474999999999994
135,2020-06-30,5557.051785714286,1000.0,23.182142857142857,21.85
136,2020-07-31,5471.403684210526,1000.0,17.86842105263158,7.975
137,2020-08-31,5671.643870967741,1175.0,13.880645161290323,5.5
138,2020-09-30,6056.216216216216,345.0,38.24324324324324,23.0
139,2020-10-31,5981.861794871795,390.0,16.058974358974357,3.45
140,2020-11-30,6092.755102040816,320.0,29.848979591836734,8.0
141,2020-12-31,6068.715357142857,212.5,32.57142857142857,9.575
142,2021-01-31,6093.774193548387,207.5,63.55483870967742,31.6
143,2021-02-28,6051.8841304347825,142.5,39.94565217391305,13.475
144,2021-03-31,5988.829787234043,75.0,26.970212765957445,15.0
145,2021-04-30,5916.25,62.5,16.1675,17.925
146,2021-05-31,6048.775510204082,200.0,31.56122448979592,24.0
147,2021-06-30,6091.140350877193,200.0,14.778947368421052,11.6
148,2021-07-31,6064.401621621621,150.0,29.89189189189189,15.600000000000001
149,2021-08-31,6159.843714285715,200.0,21.14,18.0
150,2021-09-30,6091.225263157895,250.0,25.694736842105264,22.35
151,2021-10-31,6156.166666666667,500.0,37.84375,26.875
152,2021-11-30,6367.016031746032,675.0,26.05873015873016,27.0
153,2021-12-31,7012.004782608696,1235.0,26.368115942028986,27.0
154,2022-01-31,7458.689846153847,310.0,31.815384615384616,33.8
155,2022-02-28,7058.720930232558,975.0,15.867441860465116,8.35
156,2022-03-31,7007.189863013698,850.0,14.495890410958905,13.0
157,2022-04-30,7128.208333333333,500.0,24.729166666666668,25.925
158,2022-05-31,7380.210172413793,318.91499999999996,38.66896551724138,51.1
159,2022-06-30,7375.195802469136,1000.0,26.01358024691358,34.6
160,2022-07-31,7422.9927586206895,1000.0,45.5,47.0
161,2022-08-31,7597.773461538461,662.5,57.12692307692308,34.575
162,2022-09-30,7458.8724999999995,577.5,29.030357142857145,28.75
163,2022-10-31,7469.705882352941,487.5,20.71470588235294,17.525
164,2022-11-30,7475.610000000001,450.0,36.9390243902439,22.3
165,2022-12-31,7456.171,550.0,35.555,27.15
166,2023-01-31,7641.201162790699,425.0,33.269767441860466,33.0
167,2023-02-28,7554.170769230768,352.5,60.328205128205134,46.75
168,2023-03-31,7499.83,400.0,30.744897959183675,26.8
169,2023-04-30,7506.705641025642,367.5,23.92051282051282,25.15
170,2023-05-31,7322.467500000001,662.5,31.08055555555556,14.525000000000002
171,2023-06-30,7351.716481481481,547.5,31.314814814814813,26.25
172,2023-07-31,7342.857142857143,525.0,28.14857142857143,31.700000000000003
173,2023-08-31,7237.9710869565215,325.0,50.27173913043478,17.799999999999997
174,2023-09-30,7060.75,275.0,15.376666666666667,9.75
175,2023-10-31,6970.80294117647,100.0,90.12352941176471,32.5
176,2023-11-30,6856.1575,225.0,20.725,10.0
177,2023-12-31,7030.938055555555,450.0,15.788888888888888,6.949999999999999
178,2024-01-31,6899.398717948718,200.0,13.535897435897436,12.0
179,2024-02-29,7010.795454545455,225.0,18.3,8.0
180,2024-03-31,6927.777777777777,262.5,13.916666666666666,16.425
181,2024-04-30,6800.0,150.0,15.833333333333334,8.75
