ASX,Zone_1A,Zone_6,Zone_7
0.05127541669361979,-0.0838350398016744,-0.08546489850173966,0.03368213361985428
-0.013967798174546298,0.08986967183454908,0.0435243902439022,-0.0011916833557564788
-0.07856637683571155,-0.020691337731156056,-0.1558878298716324,-0.0586808596103634
-0.028941011806668637,-0.018821759947505456,0.25386784508488125,0.054909183120698035
0.04463559223526681,0.05177713847587051,-0.019569230769230672,-0.04755530682953246
-0.019873150105708337,-0.04438913525449917,-0.07776911523095964,0.007361135650117534
0.04057490577176326,-0.006496419794013164,-0.01948455902306645,-0.03686237260916503
0.017172532675816754,-0.10830069480030968,0.04118250434780868,-0.05384595736621611
-0.01656083748069348,-0.016516632067415382,-0.21016165413533827,-0.046142678307124374
0.03507547334438543,0.07194775539360565,0.20834019524314962,0.038490235377714566
0.0018334316783275018,-0.001937709838510493,-0.06180144732325166,0.021750495151988902
0.016365510423021146,0.010605696934266051,-0.04326938148531301,-0.02423607617872714
0.0012831922511744587,-0.055848029220064044,0.042782194254649575,0.04259190554417258
-0.0030385084437462018,0.004519887023334279,-0.07026003482175625,-0.09415328393725142
-0.023822358600099403,-0.010015651662159564,0.007120424384100987,0.06520618292306213
-0.021302805683580117,0.0715232533641883,0.07261632958801512,0.055369462332165
-0.03980034722222214,0.0015084016068376283,-0.01016272584719391,-0.053748064152406405
-0.02895176965149404,-0.08791558925175258,-0.02980149939602872,-0.023042124912891038
-0.06700802979169096,-0.0029660731434756338,-0.02359183194001202,0.022648359929740458
0.07221972758569084,0.003263787038791266,-0.008296438883541923,-0.0317901356467043
-0.04148344617389088,-0.07487144273143531,0.050707586844982666,0.002175592520285763
-0.015340550512160878,0.1727857112010649,0.023666406830846753,0.03425918556889318
0.05080609377311052,-0.018209480681807277,-0.015234228137453898,0.010536267064155114
0.008398432918103493,-0.07749700340984533,-0.011231895788155644,-0.06116512209994407
0.008537862044899258,-0.10670635096866465,-0.045775756294396897,-0.03709815031891395
0.014163129728732349,0.03304213952096702,0.036293458781022636,0.0029693677714961453
-0.07285174907883363,0.028437702884333005,0.0464682233502538,-0.002499090153308292
0.004489365355837327,0.0766697175960358,-0.02802897026920137,0.03286512839714839
0.04264152786596975,-0.09779452226208751,-0.0016726006187347542,-0.049922897225709084
0.010985664761548053,0.03993264500847271,-0.03019783964071343,0.014953453969920316
0.016426866847385257,-0.08804651348304227,-0.040614791573285514,-0.039057769948731225
0.029633006610439994,0.013521748223396912,-0.09171858714988368,-0.02196446734385904
-0.0024352446313925524,-0.056681424345024656,-0.011281531246038812,-0.03828609078688794
0.03173546382600967,0.01807297632060334,0.04222222222222216,0.02388022750763219
0.04942998494299844,0.003359386292786315,0.08065692516438783,0.01892986401316854
0.04617938837419033,0.015808820517941413,-0.1410378476485965,-0.03300018577001662
-0.02695871946082573,-0.08182965920407625,-0.04452690166975881,-0.022825417671214487
0.04524312896405913,0.04406205790318851,0.1326860841423947,0.00897043313064172
-0.05097087378640763,-0.05591209592897206,-0.056190476190476124,0.10700635062769015
-0.02516948808508912,0.017353409336626546,-0.0028254288597376886,-0.06677077834408596
0.051930204472577346,-0.020752041256564935,0.02550091074681249,-0.038106475555906294
0.016429136975455227,0.000708840157615187,-0.13084665482534052,0.01099941004015359
0.016338851022395184,-0.0037899296155928797,0.03184805257252776,-0.0306797830990454
0.03958688612542871,0.004343050442741969,0.002583738498739274,-0.006143822963030177
-0.019426780941848576,-0.0006467704955970266,-0.06518863664868946,0.03030806497444427
0.0060337211706544824,0.03226298099211844,0.012209303027632012,-0.009540714330391609
-0.030305295018870693,-0.0301781120245751,0.17109056566259073,0.02608759866893884
0.041387283236994366,0.03778189622720607,-0.00023331918505931082,-0.019275640184915788
-0.001850207223208944,0.005801256971628588,-0.024789938989911664,-0.02381213251004799
0.01747979535849331,-0.0009689947536289933,0.004861420648521131,-0.006021312616252383
0.0006194093749429808,0.01656768201812686,-0.0711880383048602,0.00262350621829488
-0.017624032771961784,0.009731481925955077,0.032815218167349114,0.05320912399902644
0.043960931853142204,-0.010464761313942028,0.021338530834733138,-0.013159935112296961
-0.0012426991425376066,0.005433859409463837,-0.017402269705156015,0.03577550585537681
-0.059208304449065885,0.04780458670080612,0.06693482387495875,-0.0035091146167001153
0.044173216444981955,0.015672822788293628,-0.02586667635077855,0.07949534212485898
-0.03864944088589739,0.023978021529124982,0.018534687812770345,-0.03160614589581512
0.01844532279314892,-0.029496711200551418,0.003582060532372644,0.00660032063139715
0.03276658658288678,0.07709597084430042,-0.08331698442989888,0.02978529710022726
0.06093087343199177,-0.012508884221325678,0.17548518896833487,-0.05079572767474838
-0.006291323708001673,-0.006447463587383573,-0.004431699687174051,0.10805258944464047
-0.017228210133242827,0.07717919758924952,0.014925373134328401,-0.029524674413324736
-0.002210708117443949,0.007634686361835286,0.08714826281389754,0.12199187115785204
-0.05507858478155503,0.0887042909747433,0.11634033047077197,0.008825461839297555
0.04400073273493321,0.09588667373948656,0.008877040866700714,0.06981120432849042
-0.08636299831555305,0.020941696947589516,0.06168446026097274,0.051234442630536225
-0.03560591511426914,0.016938750554254645,-0.08599361532322425,0.09035607317596961
0.04337263023737448,0.0261450228811293,0.1664374590700719,0.007680100724036132
-0.013913806924456984,0.06506107302225406,0.01262330516800958,0.05388259904206483
0.025045969224813724,0.03134638861413763,0.004932639838834962,0.06653337106452284
-0.05483487225967254,0.02192895822658758,0.20140116706044053,-0.07616371345580752
-0.024892618120068044,0.10498649495402046,-0.032988540957567536,0.10332834678766578
0.04136532196930909,-0.05738899664581898,-0.08583266682224144,-0.05524132569111573
0.033328086881246444,-0.015703240657716555,0.00791471074380179,0.06485474693021875
0.024066105631925794,0.042223110755697846,0.05479212133258038,0.00838753286977445
-0.026995872531885734,0.00041236739326722116,0.06305970149253737,-0.0020841545094119063
0.0628654412045706,-0.04409582789468125,0.020408163265306145,-0.05358598222807032
-0.023263339565655072,0.029844820407070483,-0.006756756756756688,0.07382442879173179
0.0005337750782254957,-0.05764434992758649,-0.03395999999999999,-0.03663863423960145
-0.02174432936588233,0.019828774923411174,-0.04591106352689722,-0.04266332103411674
0.023092690448878406,0.01227888572551139,0.014612442792338864,-0.010053760589423866
0.04141163496002198,-0.04338946979829528,-0.014238795584208708,0.06821843572426012
-0.007924741431042492,0.041820240032742095,0.047569757754330144,0.021570338371406317
0.016242950417193036,0.023295714810015244,-0.05158931933336264,-0.022885323648859535
0.026732257273905047,-0.028544460958941253,0.047556325823223666,-0.03322673268784171
0.010093948745929282,-0.015114421249262211,0.05007559444724419,0.037552643032266575
-0.03367600141793692,0.02214286555682743,-0.038445744790062686,0.006386312054790455
-0.0005415225517940714,-0.0003856757582233472,0.0006867337497107329,0.010334636398371844
-0.00015730140697367556,-0.009764266666666854,0.007982316099717446,-0.013542539039891333
-0.0010663217145054915,0.032188414784047215,0.01240474924685464,0.04492446328033162
-0.005757284101846172,0.014690304219926231,-0.010541260672540353,0.02043806783669111
0.040023936919177716,3.0435307908360798e-05,-0.06810810810810808,0.045338771692644775
0.010306312404806173,0.040972510842473,0.13350620990855733,0.006363053649555361
0.015946665773296065,-0.014195107595373457,-0.015584978523860094,0.015758757606155305
-0.004517650162404685,0.03666705823869387,0.014332161354958517,0.00299148545865191
-0.003594083839872808,-0.030559668332353462,0.04875466360542813,0.03096734960006242
-0.04265292553191491,0.04699137742370496,0.03395500617177172,0.03036329823960382
0.03877139979859012,0.002443371977243425,-0.004572522330922979,-0.037095511553158156
0.004880739465458639,0.07135858927585481,0.05556488165183815,0.08914861123263895
0.030389727041367998,-0.0066091499547938914,0.05907317449302174,0.02873936503859409
0.013818487069382934,-0.01018965245782999,-0.0245443796632282,0.01666994078162487
0.006257762491640451,0.01849348557623154,0.02735822171558855,-0.025447652770105855
-0.01770709708046514,0.06992189088444589,0.006402929958390979,0.08048235993465891
-0.0607803337843934,-0.031460400969445024,0.09661258570104536,0.09763609310880672
-0.027974546764317543,0.07955140131452043,-0.0683313472918411,0.005684669036606582
-0.0036702428006776255,0.0022078931571978266,0.11602370164325837,0.06853986553413827
0.038661802210257834,-0.054794348619572775,0.04367927004791161,-0.017141208816491726
0.05188671202278039,0.1454030636517596,0.022629701642641553,0.046034634083983894
0.0018965796725562978,0.029706859046727763,-0.03623400148263367,0.032284841746271775
0.023427767081398487,0.017135777368320504,0.0814160407543052,0.0820979256976675
0.01128764524543513,-0.03626266853761895,0.07031864541832666,-0.05189639222941722
0.034688677328080786,0.022562772995864844,-0.062431554992112726,-0.05169262390844542
0.029280232066235534,0.05740400793108913,-0.031997913169407255,0.07977794360182688
-0.030590376655021623,0.01576770565391228,0.13717178853173229,0.062428089741545456
0.012734320583871028,0.06494530785293917,0.07334851936218656,0.058793841918094225
-0.003722919127431612,-0.013060494106197695,0.02553763440860224,0.028606689430590082
0.02740342767956294,0.023239091217134522,0.017256443861948467,-0.011655662657265364
-0.023648846041483984,-0.00045728158568636434,-0.06543912389950612,0.06113449861209341
0.04983468230577026,0.013309390055133319,0.03165029582399903,-0.0017940354461799535
-0.08208402211708377,-0.050352071881878846,-0.010927060133630206,-0.04390283092227554
-0.2118238837483698,0.049443433549060556,-0.022278516642037838,0.011173314611361507
0.08777182477150958,-0.03759636251666354,-0.050667894979272154,-0.003371730566444908
0.04224612487324353,-0.04853840816292099,-0.06841339155749626,-0.0663234157941831
0.024705943673228203,0.0161903518968729,0.107421875,0.01808582333696851
0.005069601044439542,-0.002770561538747107,-0.10317460317460314,-0.015412507352178806
0.022386045413138156,-0.0048785500345596144,0.11858407079646027,0.03659758963409554
-0.04035970629486019,0.03666532727163707,-0.0864978902953587,0.06780615179613791
0.019205969841297188,-0.03307401051986769,0.020785219399538146,-0.012277372321240487
0.09956812200553333,-0.007904112555884746,0.006787330316742057,0.018538259654224953
0.010632421982877727,0.03003557716450822,-0.022600321027287262,-0.003945627962283704
0.0030817810569141457,0.008842291381873979,-0.02286014583196483,0.00412918301993459
0.009973665889760008,-0.019582271677392238,0.06666666666666665,-0.00687423947509469
0.01759249546701036,-0.0014718828263891037,-0.034064171122994535,-0.010418960747057615
0.034620878554493695,-0.00734659873424004,0.04877719647899026,-0.012119193534061656
0.01932875971419623,0.025328660564223338,0.010007956115740457,0.022400255263736568
0.021140527256478858,-0.012254234191855451,0.02620232172470982,0.007003870552253488
0.010884725830712538,0.010126084857466688,-0.027704831932773066,-0.004389773952872544
0.019248978708438003,-0.021476680645571067,-0.04929101958136395,0.01573808903483731
-0.02690148508938406,-0.00704346938775513,0.07971074380165288,-0.011139641573808423
-0.0011592700690106206,0.0022784919521874336,-0.04225190401469636,0.010661468046759381
-0.009243961385638433,-0.005303492401970034,0.031821454735740495,0.03425010668100259
0.02599228224917316,-0.0010053343030883566,0.01195358094194443,0.10130157481098534
-0.0635359858152218,0.008241556698653785,0.014435037719613408,0.06370290343398333
0.011116529921395335,0.0012072016313964262,0.03586965693441746,-0.053624553932556496
0.06390886779872607,0.006825929461691693,-0.01494633800447076,-0.007300340632274027
-0.00861379273561258,0.008141228362846809,0.024625568720272106,0.017270613853124006
-0.03010087424344321,-0.006060837167623068,0.0004096941158611145,0.03535276009008248
-0.0891807188817394,0.0021320284261452382,-0.03132419597234759,-0.0006794345726629514
0.05741386397892834,0.024842108382015615,-0.061108104579954414,0.006480771145838782
0.0059897483153832365,-0.015265041089409848,0.046569487056567604,0.02354585388956365
-0.07336692047861681,-0.0006515791841068541,0.04096791807979483,-0.018281798245447622
0.06013098143399964,-0.012915545391475214,0.016745625560491417,0.001452415543092167
0.06129525752167253,-0.011695170004468403,-0.014579793156463405,0.0007904083159429032
-0.03370308338595862,0.011212693311388744,0.00813588352840422,-0.0026003229167921305
0.062227399946012785,0.022651518068783627,-0.026454219714873717,0.024815708061241892
-0.02919737317265636,-0.02779375264225381,0.01597494126859811,-0.011389622090271612
-0.01110437561997124,0.008879905370744012,0.015808728568247554,-0.007193479058231755
0.019629970185850665,0.001912405242450621,-0.05186259438574814,0.0009167729169383687
-0.031071091860576328,-0.014835639220853958,0.0320432792342904,-0.024543141803608615
0.015794001099939337,-0.022594611817863597,-0.0008960573476701761,0.003994416019119429
0.028750711479460733,0.00853736690742224,0.010986547085201748,-0.0012050707677118133
-0.014182770160854896,0.022133124072881927,-0.053892215568862256,-0.014284093216037963
-0.035138871778024106,-0.021859058484855254,-0.005424954792043302,-0.0244849122533648
-0.03800754759810465,-0.0041343063748428,-0.003030303030303161,-0.012739023308222186
0.04521657056056161,0.010596325049979871,-0.0026595744680850686,-0.016446518735920734
0.07104256910247897,-0.004922780813169769,-0.008711111111111003,0.025492494236830865
